question_text,question_group,group_size,survey_organisation,country,source_file,total_questions,unique_organizations,unique_countries
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Colombia,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Germany,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Spain,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,France,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Great Britain,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Hungary,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,India,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Italy,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Japan,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,South Korea,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Mexico,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Malaysia,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Netherlands,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Peru,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Poland,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Russia,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Saudi Arabia,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Sweden,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Turkey,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,United States,ipsos_nov_2021.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,South Africa,ipsos_nov_2021.pdf,107,2,35
"Thinking about AI, how much do you agree or disagree with each of the following? — AI has an increased presence in my daily life",Personal_Impact_of_AI_on_Daily_Life,107,Public Perception of AI: Sentiment and Opportunity,"10-Country International (BRA, CAN, CHN, FRA, GER, JPN, MEX, KOR, UK, USA)",morning_consult_dec_2023.pdf,107,2,35
"Thinking about AI, how much do you agree or disagree with each of the following? — AI has an increased presence in my daily life",Personal_Impact_of_AI_on_Daily_Life,107,Public Perception of AI: Sentiment and Opportunity,US,morning_consult_dec_2023.pdf,107,2,35
"Thinking about AI, how much do you agree or disagree with each of the following? — AI has an increased presence in my daily life",Personal_Impact_of_AI_on_Daily_Life,107,Public Perception of AI: Sentiment and Opportunity,Canada,morning_consult_dec_2023.pdf,107,2,35
"Thinking about AI, how much do you agree or disagree with each of the following? — AI has an increased presence in my daily life",Personal_Impact_of_AI_on_Daily_Life,107,Public Perception of AI: Sentiment and Opportunity,UK,morning_consult_dec_2023.pdf,107,2,35
"Thinking about AI, how much do you agree or disagree with each of the following? — AI has an increased presence in my daily life",Personal_Impact_of_AI_on_Daily_Life,107,Public Perception of AI: Sentiment and Opportunity,Germany,morning_consult_dec_2023.pdf,107,2,35
"Thinking about AI, how much do you agree or disagree with each of the following? — AI has an increased presence in my daily life",Personal_Impact_of_AI_on_Daily_Life,107,Public Perception of AI: Sentiment and Opportunity,France,morning_consult_dec_2023.pdf,107,2,35
"Thinking about AI, how much do you agree or disagree with each of the following? — AI has an increased presence in my daily life",Personal_Impact_of_AI_on_Daily_Life,107,Public Perception of AI: Sentiment and Opportunity,Brazil,morning_consult_dec_2023.pdf,107,2,35
"Thinking about AI, how much do you agree or disagree with each of the following? — AI has an increased presence in my daily life",Personal_Impact_of_AI_on_Daily_Life,107,Public Perception of AI: Sentiment and Opportunity,Mexico,morning_consult_dec_2023.pdf,107,2,35
"Thinking about AI, how much do you agree or disagree with each of the following? — AI has an increased presence in my daily life",Personal_Impact_of_AI_on_Daily_Life,107,Public Perception of AI: Sentiment and Opportunity,Japan,morning_consult_dec_2023.pdf,107,2,35
"Thinking about AI, how much do you agree or disagree with each of the following? — AI has an increased presence in my daily life",Personal_Impact_of_AI_on_Daily_Life,107,Public Perception of AI: Sentiment and Opportunity,South Korea,morning_consult_dec_2023.pdf,107,2,35
"Thinking about AI, how much do you agree or disagree with each of the following? — AI has an increased presence in my daily life",Personal_Impact_of_AI_on_Daily_Life,107,Public Perception of AI: Sentiment and Opportunity,China,morning_consult_dec_2023.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Global Country Average,ipsos_april_2024.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,China,ipsos_april_2024.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Thailand,ipsos_april_2024.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Indonesia,ipsos_april_2024.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,South Korea,ipsos_april_2024.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Mexico,ipsos_april_2024.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Singapore,ipsos_april_2024.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Peru,ipsos_april_2024.pdf,107,2,35
Products and services using artificial intelligence have profoundly changed my daily life in the past 3-5 years,Personal_Impact_of_AI_on_Daily_Life,107,Ipsos & World Economic Forum,Malaysia,ipsos_april_2024.pdf,107,2,35
None of these,ungrouped_356,1,Ipsos & World Economic Forum,Global Country Average,ipsos_nov_2021.pdf,1,1,1
None of these,ungrouped_357,1,Ipsos & World Economic Forum,Argentina,ipsos_nov_2021.pdf,1,1,1
None of these,ungrouped_358,1,Ipsos & World Economic Forum,Australia,ipsos_nov_2021.pdf,1,1,1
None of these,ungrouped_359,1,Ipsos & World Economic Forum,Belgium,ipsos_nov_2021.pdf,1,1,1
"How concerned are you, if at all, about the possibility of artificial intelligence (AI) resulting in the following? Manipulation of human behavior",ungrouped_360,1,YouGov – “AI and the End of Humanity”,U.S.,yougov_mar_2025.pdf,1,1,1
"How concerned are you, if at all, about the possibility of artificial intelligence (AI) resulting in the following? A decline of human oversight in decision-making",ungrouped_361,1,YouGov – “AI and the End of Humanity”,U.S.,yougov_mar_2025.pdf,1,1,1
"How concerned are you, if at all, about the possibility of artificial intelligence (AI) resulting in the following? An increase in the power of surveillance states",ungrouped_362,1,YouGov – “AI and the End of Humanity”,U.S.,yougov_mar_2025.pdf,1,1,1
"How concerned are you, if at all, about the possibility of artificial intelligence (AI) resulting in the following? An increase in human dependency on technology",ungrouped_363,1,YouGov – “AI and the End of Humanity”,U.S.,yougov_mar_2025.pdf,1,1,1
"How concerned are you, if at all, about the possibility of artificial intelligence (AI) resulting in the following? Diminishment of human creativity and drive",ungrouped_364,1,YouGov – “AI and the End of Humanity”,U.S.,yougov_mar_2025.pdf,1,1,1
"How concerned are you, if at all, about the possibility of artificial intelligence (AI) resulting in the following? The concentration of power in technology companies",ungrouped_365,1,YouGov – “AI and the End of Humanity”,U.S.,yougov_mar_2025.pdf,1,1,1
"How concerned are you, if at all, about the possibility of artificial intelligence (AI) resulting in the following? The creation of harmful weapons",ungrouped_366,1,YouGov – “AI and the End of Humanity”,U.S.,yougov_mar_2025.pdf,1,1,1
"How concerned are you, if at all, about the possibility of artificial intelligence (AI) resulting in the following? The facilitation of criminal activities",ungrouped_367,1,YouGov – “AI and the End of Humanity”,U.S.,yougov_mar_2025.pdf,1,1,1
"How concerned are you, if at all, about the possibility of artificial intelligence (AI) resulting in the following? The exacerbation of mental health problems",ungrouped_368,1,YouGov – “AI and the End of Humanity”,U.S.,yougov_mar_2025.pdf,1,1,1
What probability do you put on future AI advances causing human extinction or similarly permanent and severe disempowerment of the human species?,AI_Extinction_Risk_Probability_Assessment,3,AI Impacts,United States,ai_impacts_oct_2023.pdf,3,1,1
What probability do you put on human inability to control future advanced AI systems causing human extinction or similarly permanent and severe disempowerment of the human species?,AI_Extinction_Risk_Probability_Assessment,3,AI Impacts,United States,ai_impacts_oct_2023.pdf,3,1,1
What probability do you put on future AI advances causing human extinction or similarly permanent and severe disempowerment of the human species within the next 100 years?,AI_Extinction_Risk_Probability_Assessment,3,AI Impacts,United States,ai_impacts_oct_2023.pdf,3,1,1
Do you think having machines with the ability to think for themselves will help or hurt human beings' quality of life?,ungrouped_370,1,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,1,1,1
Have you heard about A.I. products – such as ChatGPT – that can have conversations with you and write entire essays based on just a few prompts from humans?,ungrouped_371,1,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,1,1,1
"Do you think there will be a time when entire news articles will be written by artificial intelligence, or not?",ungrouped_372,1,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,1,1,1
Do you think it would be a good thing or a bad thing if news articles were written by artificial intelligence?,ungrouped_373,1,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,1,1,1
Armed military search drones that distinguish between enemy combatants and civilian bystanders and decide which buildings to attack. Is that a good idea or bad idea?,Good_or_Bad_Idea_Specific_AI_Applications,6,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,6,1,1
Robotic nurses for bedridden patients that can diagnose situations and decide when to administer medicine. Is that a good idea or bad idea?,Good_or_Bad_Idea_Specific_AI_Applications,6,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,6,1,1
Self-driven local delivery trucks. Is that a good idea or bad idea?,Good_or_Bad_Idea_Specific_AI_Applications,6,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,6,1,1
Machines that perform risky jobs such as coal mining. Is that a good idea or bad idea?,Good_or_Bad_Idea_Specific_AI_Applications,6,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,6,1,1
Machines that monitor and make decisions about the safety operations of a nuclear power plant. Is that a good idea or bad idea?,Good_or_Bad_Idea_Specific_AI_Applications,6,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,6,1,1
Facial recognition technology that can identify and monitor people who try to enter public places such as stadiums. Is that a good idea or bad idea?,Good_or_Bad_Idea_Specific_AI_Applications,6,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,6,1,1
"How much do you rely on computers and technology in your daily life – a great deal, some, not much, or not at all?",ungrouped_375,1,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,1,1,1
"How often do you use voice recognition technology, such as Siri, Alexa, or Google Assistant – every day, a few times a week, once a week, less than once a week, or never?",ungrouped_376,1,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI will change the world as we know it.",ungrouped_377,1,Public Perception of AI: Sentiment and Opportunity,"10-Country International (BRA, CAN, CHN, FRA, GER, JPN, MEX, KOR, UK, USA)",morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI will change the world as we know it.",ungrouped_378,1,Public Perception of AI: Sentiment and Opportunity,US,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI will change the world as we know it.",ungrouped_379,1,Public Perception of AI: Sentiment and Opportunity,Canada,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI will change the world as we know it.",ungrouped_380,1,Public Perception of AI: Sentiment and Opportunity,UK,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI will change the world as we know it.",ungrouped_381,1,Public Perception of AI: Sentiment and Opportunity,Germany,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI will change the world as we know it.",ungrouped_382,1,Public Perception of AI: Sentiment and Opportunity,France,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI will change the world as we know it.",ungrouped_383,1,Public Perception of AI: Sentiment and Opportunity,Brazil,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI will change the world as we know it.",ungrouped_384,1,Public Perception of AI: Sentiment and Opportunity,Mexico,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI will change the world as we know it.",ungrouped_385,1,Public Perception of AI: Sentiment and Opportunity,Japan,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI will change the world as we know it.",ungrouped_386,1,Public Perception of AI: Sentiment and Opportunity,South Korea,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI will change the world as we know it.",ungrouped_387,1,Public Perception of AI: Sentiment and Opportunity,China,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI is a tool for problem solving.",ungrouped_388,1,Public Perception of AI: Sentiment and Opportunity,"10-Country International (BRA, CAN, CHN, FRA, GER, JPN, MEX, KOR, UK, USA)",morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI is a tool for problem solving.",ungrouped_389,1,Public Perception of AI: Sentiment and Opportunity,US,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI is a tool for problem solving.",ungrouped_390,1,Public Perception of AI: Sentiment and Opportunity,Canada,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI is a tool for problem solving.",ungrouped_391,1,Public Perception of AI: Sentiment and Opportunity,UK,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI is a tool for problem solving.",ungrouped_392,1,Public Perception of AI: Sentiment and Opportunity,Germany,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI is a tool for problem solving.",ungrouped_393,1,Public Perception of AI: Sentiment and Opportunity,France,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI is a tool for problem solving.",ungrouped_394,1,Public Perception of AI: Sentiment and Opportunity,Brazil,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI is a tool for problem solving.",ungrouped_395,1,Public Perception of AI: Sentiment and Opportunity,Mexico,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI is a tool for problem solving.",ungrouped_396,1,Public Perception of AI: Sentiment and Opportunity,Japan,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI is a tool for problem solving.",ungrouped_397,1,Public Perception of AI: Sentiment and Opportunity,South Korea,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? – AI is a tool for problem solving.",ungrouped_398,1,Public Perception of AI: Sentiment and Opportunity,China,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — I see myself using AI in my daily life",ungrouped_399,1,Public Perception of AI: Sentiment and Opportunity,"10-Country International (BRA, CAN, CHN, FRA, GER, JPN, MEX, KOR, UK, USA)",morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — I see myself using AI in my daily life",ungrouped_400,1,Public Perception of AI: Sentiment and Opportunity,US,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — I see myself using AI in my daily life",ungrouped_401,1,Public Perception of AI: Sentiment and Opportunity,Canada,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — I see myself using AI in my daily life",ungrouped_402,1,Public Perception of AI: Sentiment and Opportunity,UK,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — I see myself using AI in my daily life",ungrouped_403,1,Public Perception of AI: Sentiment and Opportunity,Germany,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — I see myself using AI in my daily life",ungrouped_404,1,Public Perception of AI: Sentiment and Opportunity,France,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — I see myself using AI in my daily life",ungrouped_405,1,Public Perception of AI: Sentiment and Opportunity,Brazil,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — I see myself using AI in my daily life",ungrouped_406,1,Public Perception of AI: Sentiment and Opportunity,Mexico,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — I see myself using AI in my daily life",ungrouped_407,1,Public Perception of AI: Sentiment and Opportunity,Japan,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — I see myself using AI in my daily life",ungrouped_408,1,Public Perception of AI: Sentiment and Opportunity,South Korea,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — I see myself using AI in my daily life",ungrouped_409,1,Public Perception of AI: Sentiment and Opportunity,China,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — AI needs to be heavily regulated",ungrouped_410,1,Public Perception of AI: Sentiment and Opportunity,"10-Country International (BRA, CAN, CHN, FRA, GER, JPN, MEX, KOR, UK, USA)",morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — AI needs to be heavily regulated",ungrouped_411,1,Public Perception of AI: Sentiment and Opportunity,US,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — AI needs to be heavily regulated",ungrouped_412,1,Public Perception of AI: Sentiment and Opportunity,Canada,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — AI needs to be heavily regulated",ungrouped_413,1,Public Perception of AI: Sentiment and Opportunity,UK,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — AI needs to be heavily regulated",ungrouped_414,1,Public Perception of AI: Sentiment and Opportunity,Germany,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — AI needs to be heavily regulated",ungrouped_415,1,Public Perception of AI: Sentiment and Opportunity,France,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — AI needs to be heavily regulated",ungrouped_416,1,Public Perception of AI: Sentiment and Opportunity,Brazil,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — AI needs to be heavily regulated",ungrouped_417,1,Public Perception of AI: Sentiment and Opportunity,Mexico,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — AI needs to be heavily regulated",ungrouped_418,1,Public Perception of AI: Sentiment and Opportunity,Japan,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — AI needs to be heavily regulated",ungrouped_419,1,Public Perception of AI: Sentiment and Opportunity,South Korea,morning_consult_dec_2023.pdf,1,1,1
"Thinking about AI, how much do you agree or disagree with each of the following? — AI needs to be heavily regulated",ungrouped_420,1,Public Perception of AI: Sentiment and Opportunity,China,morning_consult_dec_2023.pdf,1,1,1
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Think highly of the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,"10-Country International (BRA, CAN, CHN, FRA, GER, JPN, MEX, KOR, UK, USA)",morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Think highly of the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,US,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Think highly of the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,Canada,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Think highly of the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,UK,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Think highly of the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,Germany,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Think highly of the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,France,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Think highly of the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,Brazil,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Think highly of the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,Mexico,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Think highly of the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,Japan,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Think highly of the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,South Korea,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Think highly of the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,China,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Purchase from the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,"10-Country International (BRA, CAN, CHN, FRA, GER, JPN, MEX, KOR, UK, USA)",morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Purchase from the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,US,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Purchase from the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,Canada,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Purchase from the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,UK,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Purchase from the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,Germany,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Purchase from the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,France,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Purchase from the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,Brazil,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Purchase from the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,Mexico,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Purchase from the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,Japan,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Purchase from the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,South Korea,morning_consult_dec_2023.pdf,44,1,11
"If a company were to use AI to innovate the products and services you use on a daily basis to improve your life, would you be more or less likely to — Purchase from the company",Consumer_Response_to_Corporate_AI_Innovation,44,Public Perception of AI: Sentiment and Opportunity,China,morning_consult_dec_2023.pdf,44,1,11
