Question_Text,Response_Scale,Category,Agreement,Neutral,Disagreement,N_Respondents,Country,Survey_Organisation,Notes,source_file,extraction_date,Fieldwork_Date,country_region,month,year,Fieldwork_Year,Fieldwork_Month
"To what extent, if at all, do you trust tech companies to ensure the AI they develop is safe?",A great deal/A fair amount/Not very much/Not at all,AI_Regulation,42.0,0.0,50.0,1090.0,UK,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"To what extent, if at all, do you trust tech companies to ensure the AI they develop is safe?",A great deal/A fair amount/Not very much/Not at all,AI_Regulation,48.0,0.0,44.0,1126.0,USA,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much do you agree that powerful AI should be tested by independent experts to ensure it is safe?,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,AI_Regulation,71.0,14.0,8.0,1114.0,Canada,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much do you agree that powerful AI should be tested by independent experts to ensure it is safe?,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,AI_Regulation,66.0,19.0,6.0,1120.0,France,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much do you agree that powerful AI should be tested by independent experts to ensure it is safe?,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,AI_Regulation,67.0,22.0,5.0,1164.0,Germany,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much do you agree that powerful AI should be tested by independent experts to ensure it is safe?,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,AI_Regulation,68.0,19.0,7.0,1136.0,Italy,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much do you agree that powerful AI should be tested by independent experts to ensure it is safe?,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,AI_Regulation,59.0,22.0,8.0,1137.0,Japan,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much do you agree that powerful AI should be tested by independent experts to ensure it is safe?,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,AI_Regulation,76.0,17.0,5.0,1134.0,Singapore,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much do you agree that powerful AI should be tested by independent experts to ensure it is safe?,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,AI_Regulation,73.0,18.0,5.0,1142.0,South Korea,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much do you agree that powerful AI should be tested by independent experts to ensure it is safe?,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,AI_Regulation,76.0,12.0,6.0,1090.0,UK,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much do you agree that powerful AI should be tested by independent experts to ensure it is safe?,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,AI_Regulation,73.0,13.0,7.0,1126.0,USA,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Should powerful AI be open source?,"Yes, should be open source/No, should not be open source",AI_Regulation,50.0,0.0,26.0,1114.0,Canada,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Should powerful AI be open source?,"Yes, should be open source/No, should not be open source",AI_Regulation,47.0,0.0,27.0,1120.0,France,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Should powerful AI be open source?,"Yes, should be open source/No, should not be open source",AI_Regulation,40.0,0.0,32.0,1164.0,Germany,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Should powerful AI be open source?,"Yes, should be open source/No, should not be open source",AI_Regulation,38.0,0.0,34.0,1136.0,Italy,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Should powerful AI be open source?,"Yes, should be open source/No, should not be open source",AI_Regulation,28.0,0.0,29.0,1137.0,Japan,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Should powerful AI be open source?,"Yes, should be open source/No, should not be open source",AI_Regulation,45.0,0.0,41.0,1134.0,Singapore,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Should powerful AI be open source?,"Yes, should be open source/No, should not be open source",AI_Regulation,40.0,0.0,48.0,1142.0,South Korea,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Should powerful AI be open source?,"Yes, should be open source/No, should not be open source",AI_Regulation,56.0,0.0,23.0,1090.0,UK,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Should powerful AI be open source?,"Yes, should be open source/No, should not be open source",AI_Regulation,45.0,0.0,32.0,1126.0,USA,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much would you support the creation of an international AI safety institute?,Strongly support/Tend to support/Neither/Tend to oppose/Strongly oppose,AI_Regulation,61.0,20.0,10.0,1114.0,Canada,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much would you support the creation of an international AI safety institute?,Strongly support/Tend to support/Neither/Tend to oppose/Strongly oppose,AI_Regulation,53.0,27.0,13.0,1120.0,France,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much would you support the creation of an international AI safety institute?,Strongly support/Tend to support/Neither/Tend to oppose/Strongly oppose,AI_Regulation,54.0,30.0,9.0,1164.0,Germany,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much would you support the creation of an international AI safety institute?,Strongly support/Tend to support/Neither/Tend to oppose/Strongly oppose,AI_Regulation,65.0,21.0,7.0,1136.0,Italy,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much would you support the creation of an international AI safety institute?,Strongly support/Tend to support/Neither/Tend to oppose/Strongly oppose,AI_Regulation,51.0,27.0,9.0,1137.0,Japan,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much would you support the creation of an international AI safety institute?,Strongly support/Tend to support/Neither/Tend to oppose/Strongly oppose,AI_Regulation,61.0,26.0,10.0,1134.0,Singapore,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much would you support the creation of an international AI safety institute?,Strongly support/Tend to support/Neither/Tend to oppose/Strongly oppose,AI_Regulation,63.0,27.0,6.0,1142.0,South Korea,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much would you support the creation of an international AI safety institute?,Strongly support/Tend to support/Neither/Tend to oppose/Strongly oppose,AI_Regulation,62.0,18.0,10.0,1090.0,UK,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much would you support the creation of an international AI safety institute?,Strongly support/Tend to support/Neither/Tend to oppose/Strongly oppose,AI_Regulation,52.0,20.0,17.0,1126.0,USA,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,Extinction_Risk,54.0,23.0,12.0,1114.0,Canada,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,Extinction_Risk,44.0,31.0,12.0,1120.0,France,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,Extinction_Risk,40.0,37.0,13.0,1164.0,Germany,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,Extinction_Risk,51.0,29.0,12.0,1136.0,Italy,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,Extinction_Risk,42.0,32.0,9.0,1137.0,Japan,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,Extinction_Risk,54.0,31.0,10.0,1134.0,Singapore,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,Extinction_Risk,56.0,31.0,9.0,1142.0,South Korea,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,Extinction_Risk,55.0,22.0,11.0,1090.0,UK,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war,Strongly agree/Tend to agree/Neither/Tend to disagree/Strongly disagree,Extinction_Risk,55.0,22.0,12.0,1126.0,USA,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
How much would you support/oppose pausing the development of large-scale Al systems for at least 6 months worldwide?,"Strongly support, Support, Slightly support, Neither support nor oppose, Slightly oppose, Oppose, Strongly oppose, Don't know / no opinion",AI_Regulation,51.0,20.0,25.0,2444.0,US,Rethink Priorities,"Online poll, poststratified to be representative of the US population. Conducted via Prolific participant pool. Agreement combines 'Strongly support', 'Support', and 'Slightly support'. Disagreement combines 'Slightly oppose', 'Oppose', and 'Strongly oppose'. 'Don't know / no opinion' was 4% and is not included in the Neutral percentage.",,,2023-04-14,,,,,
Do you think Al should be regulated by a federal agency (similarly to how the FDA regulates the approval of drugs and medical devices)?,"Yes, Lean yes, Lean no, No, Don't know / No opinion",AI_Regulation,70.0,9.0,22.0,2444.0,US,Rethink Priorities,"Online poll, poststratified to be representative of the US population. Conducted via Prolific participant pool. Agreement combines 'Yes' and 'Lean yes'. Disagreement combines 'Lean no' and 'No'. Neutral is 'Don't know / No opinion'.",,,2023-04-14,,,,,
"In your daily life, how much do you worry about the negative effects Al could have on your life or on society more broadly?","Nearly all the time, A lot, A fair amount, Only a little bit, Not at all",AI_Risk_Concern,29.0,0.0,71.0,2444.0,US,Rethink Priorities,"Online poll, poststratified to be representative of the US population. Conducted via Prolific participant pool. Agreement combines 'Nearly all the time', 'A lot', and 'A fair amount' (representing 'worrying a fair amount or more'). Disagreement combines 'Only a little bit' and 'Not at all' (representing 'worrying only a little bit or not at all'). There was no explicit neutral option.",,,2023-04-14,,,,,
How likely do you think Al is to cause the end of the human race within the next 10 years?,"Extremely likely, Highly likely, Moderately likely, Only slightly likely, Not at all likely, Don't know / No opinion",Extinction_Risk,9.0,3.0,88.0,2444.0,US,Rethink Priorities,"Online poll, poststratified to be representative of the US population. Conducted via Prolific participant pool. Agreement combines 'Extremely likely', 'Highly likely', and 'Moderately likely'. Disagreement combines 'Only slightly likely' and 'Not at all likely'. Neutral is 'Don't know / No opinion'.",,,2023-04-14,,,,,
How likely do you think Al is to cause the end of the human race within the next 50 years?,"Extremely likely, Highly likely, Moderately likely, Only slightly likely, Not at all likely, Don't know / No opinion",Extinction_Risk,22.0,3.0,75.0,2444.0,US,Rethink Priorities,"Online poll, poststratified to be representative of the US population. Conducted via Prolific participant pool. Agreement combines 'Extremely likely', 'Highly likely', and 'Moderately likely'. Disagreement combines 'Only slightly likely' and 'Not at all likely'. Neutral is 'Don't know / No opinion'.",,,2023-04-14,,,,,
How likely do you think it is that Al will eventually become more intelligent than people?,"It already is more intelligent than people, Extremely likely, Highly likely, Moderately likely, Only slightly likely, Not at all likely, Don't know / No opinion",Other,66.0,4.0,30.0,2444.0,US,Rethink Priorities,"Online poll, poststratified to be representative of the US population. Conducted via Prolific participant pool. Agreement combines 'It already is more intelligent than people', 'Extremely likely', 'Highly likely', and 'Moderately likely'. Disagreement combines 'Only slightly likely' and 'Not at all likely'. Neutral is 'Don't know / No opinion'.",,,2023-04-14,,,,,
Do you think Al will do more harm than good?,"Do much more good than harm, Do more good than harm, Do slightly more good than harm, Neutral, Do slightly more harm than good, Do more harm than good, Do much more harm than good, Don't know / No opinion",AI_Sentiment,48.0,19.0,30.0,2444.0,US,Rethink Priorities,"Online poll, poststratified to be representative of the US population. Conducted via Prolific participant pool. Agreement combines 'Do much more good than harm', 'Do more good than harm', and 'Do slightly more good than harm'. Disagreement combines 'Do slightly more harm than good', 'Do more harm than good', and 'Do much more harm than good'. 'Neutral' is a distinct response option. 'Don't know / No opinion' was 2% and is not included in the Neutral percentage.",,,2023-04-14,,,,,
How likely or unlikely do you think it is that a human extinction event will strike in your lifetime?,"Very likely, Somewhat likely, Somewhat unlikely, Very unlikely, Don't know",Extinction_Risk,11.0,0.0,77.0,2076.0,GB,YouGov,Sample size is 2076 adults in GB.,,,2023-05-31,,,,,
"If a human extinction event were to occur, do you think it is more likely to be a result of **technology** (e.g. artificial intelligence or nuclear weaponry), or an **environmental cause** (e.g. climate change or an asteroid)?","Technology, An environmental cause, Don't know",AI_Risk_Concern,34.0,21.0,44.0,2076.0,GB,YouGov,Sample size is 2076 adults in GB.,,,2023-05-31,,,,,
Do you think the government should or should not be developing realistic contingency plans for Robots / artificial intelligence?,"Should be developing a contingency plan, Should **not** be developing a contingency plan, Don't know",AI_Regulation,44.0,21.0,35.0,2076.0,GB,YouGov,Sample size is 2076 adults in GB.,,,2023-05-31,,,,,
"Do you agree or disagree that 'Overall, artificial intelligence (AI) creates more problems than it solves?'","Agree, Disagree",AI_Sentiment,57.0,0.0,43.0,1481.0,Australia,Roy Morgan Snap SMS Survey,"Australians 16+, Weighted results. Conducted in conjunction with the Campaign for AI Safety.",,,2023-08-09,,,,,
Do you believe artificial intelligence (AI) presents a risk of human extinction in the next two decades?,"Yes, No",Extinction_Risk,20.0,0.0,80.0,1481.0,Australia,Roy Morgan Snap SMS Survey,"Australians 16+, Weighted results. Conducted in conjunction with the Campaign for AI Safety.",,,2023-08-09,,,,,
